,Id,Price
0,725,162702.00855133074
1,15856,247584.23660215322
2,5480,131189.6307603772
3,15664,337439.4713820371
4,14275,144147.5023677517
5,7633,212287.45140112154
6,13329,167676.58887514935
7,5502,228941.5522652258
8,4220,301625.5121873822
9,11538,207460.95579424492
10,15975,261779.69812898114
11,3310,215136.24512780044
12,9286,147119.40833474725
13,11260,187519.36054935536
14,5214,105184.7719093055
15,11307,182988.22956510726
16,13543,386592.06315959716
17,615,178092.82562681395
18,3495,216007.9092595786
19,2321,257755.47001192154
20,12046,187649.0593152107
21,16688,149406.81621037726
22,12694,221816.3635971477
23,783,160352.09746581552
24,8968,164697.233284835
25,13454,184714.5489454833
26,12190,253734.41408153958
27,11160,108005.84924892195
28,10291,184495.94486616628
29,891,286508.009704814
30,2982,176787.56537731533
31,3818,268343.3611578089
32,2449,184621.38170723655
33,8317,166125.31405234983
34,4922,168285.2532823569
35,1257,227654.63371969498
36,9348,193728.61333050957
37,4176,172999.2505986559
38,10704,165666.1746801032
39,6624,114616.4669012106
40,5428,200061.31066128018
41,12749,162047.69714644513
42,8994,204280.4087585804
43,11513,147426.12010170112
44,3047,207649.98766381948
45,9519,210910.51170043758
46,12309,231815.41644122466
47,14081,256376.51154034815
48,8334,252007.63697827072
49,6343,184858.53650684174
50,14788,132147.57746084113
51,15748,168112.93629290638
52,153,243472.30595533128
53,14149,174135.80136964697
54,269,190019.11364201186
55,5452,130285.1749312255
56,721,136732.9934140928
57,5079,311045.08879043657
58,2831,116934.66632489735
59,10614,108295.98828839272
60,10131,294132.628210034
61,9996,309226.3902816948
62,3061,191183.46173687946
63,11733,303199.62241490185
64,3726,225343.69353097188
65,10929,221835.12267709238
66,9011,220809.27240445727
67,16182,272614.07452038385
68,4976,170645.4569556647
69,9897,254209.0981387612
70,1872,165958.68871945245
71,9205,334004.2514585416
72,5403,388719.64424624393
73,14074,180170.84112452465
74,6268,156318.80915700874
75,14232,165287.0510163906
76,8532,218886.14106853912
77,7034,341880.1465095867
78,6553,490320.5300505905
79,3133,169049.18022126597
80,8596,213270.79856391708
81,12389,244115.33334750537
82,14462,178000.69812284975
83,8860,289365.1536495472
84,8377,311407.11069199553
85,6367,328612.3996277845
86,6917,250455.5736189152
87,4216,203092.65359316743
88,5806,173061.66668890644
89,5438,190659.88114333872
90,6632,221457.51408516025
91,2650,155892.35447632623
92,5396,147661.52817020973
93,4044,155011.3764435004
94,1345,249309.94309355685
95,856,170469.34108910625
96,12791,264118.3971879356
97,12499,213178.56372075283
98,12249,128972.01490779812
99,14641,151774.05320973543
100,1919,161454.00269989186
101,7848,188886.00012870607
102,10749,175569.41489217107
103,15554,179297.3892292894
104,15834,212021.97955430447
105,1355,170956.5613329882
106,15451,177922.91296814627
107,12401,217483.6939279895
108,10290,165910.6743416979
109,9462,129844.57044769643
110,3103,233762.53865890397
111,3420,141192.05006922103
112,12262,240902.68920794892
113,5032,133429.31980568107
114,8949,335039.6751996012
115,15567,228234.8169776789
116,16389,163596.4022514413
117,7809,92498.18032756742
118,8990,202324.02582876707
119,16089,226841.0751031604
120,12743,108022.4165091426
121,5132,122788.31973610276
122,1619,277420.7939704641
123,2428,81124.699544254
124,16741,161572.24778756074
125,13193,215087.36735972934
126,12588,544178.5759183906
127,5067,166567.75070640334
128,14685,127590.45311188544
129,2292,165662.4883737263
130,5746,124280.74462180432
131,12578,158197.35572636343
132,14834,183988.802584822
133,2147,174039.83595715414
134,8222,131940.68170166117
135,10419,259750.91106463902
136,11492,215497.79812858553
137,3006,227366.44031348475
138,8761,194725.72273727105
139,15371,316176.75711747626
140,16367,157123.8244192836
141,6317,272152.0188157873
142,10878,263887.202753604
143,3895,155953.07842098048
144,8041,122531.30460975326
145,13428,478446.23503273464
146,14669,144633.24093889832
147,1006,177554.14555809402
148,12271,174461.08199958657
149,3764,158817.78985355288
150,7675,211432.2851094267
151,11709,284863.7426721718
152,8629,147296.8418362888
153,1105,361776.57832630747
154,6096,198695.05353771828
155,11727,212474.28655350997
156,5157,140669.61214084824
157,3679,142621.03645726532
158,1755,131812.05035079506
159,7391,207808.87004224115
160,7425,108102.57803366879
161,6882,315255.6287429403
162,10752,412040.7594484138
163,7472,225783.0274809413
164,14320,108046.21883511577
165,9596,165009.17895591565
166,5317,207862.82868508293
167,7378,84964.35334468175
168,16154,180765.14495319076
169,3464,204765.9205672461
170,4197,234418.67605498037
171,9477,115953.28164626288
172,12705,189498.3571531804
173,16426,196154.9409796732
174,1481,67709.06567284901
175,9946,239260.44397847346
176,12025,222172.47581981667
177,5341,225298.19090035008
178,9923,287957.37995221635
179,7953,256048.8450608891
180,11066,254253.86718967336
181,5037,174664.77472603202
182,2509,183948.56329570795
183,4937,308264.7407128111
184,12089,356788.70079516736
185,4964,173079.059024365
186,16500,258877.09269939695
187,4625,145913.5962928924
188,2363,443340.713073865
189,8148,184474.4160693653
190,3804,191127.9105002105
191,4584,151932.0123807996
192,10694,111426.46204662879
193,2691,168354.33629078986
194,2983,221559.23813491865
195,13563,436994.0270759383
196,10747,208916.2576527179
197,1721,194993.04809998683
198,2789,293087.08953869215
199,7214,253490.05899721876
200,8659,237238.0152683676
201,5107,299882.19278378086
202,3843,233314.61825403958
203,14610,408577.0746687335
204,15505,162221.1873645259
205,5060,265414.013819155
206,16055,240240.1475680758
207,14963,209205.14344719474
208,4118,142466.32748767207
209,1672,190848.41224674863
210,3209,182301.86590076145
211,16515,141845.12611851806
212,973,175358.91661506027
213,12529,185399.7073028818
214,5896,117640.33691633954
215,5450,299521.8060298781
216,3249,181041.16211641213
217,8911,181651.60389469276
218,5898,239255.5390931757
219,1024,177168.15657684565
220,4766,211625.86368019646
221,15804,180154.10103768163
222,14303,182466.35710854107
223,10707,181078.61092414375
224,6605,218202.1762801718
225,1138,421503.76941660873
226,14088,434843.49742294935
227,9154,183146.86375067223
228,8190,202620.18689967314
229,398,241125.64777955963
230,13302,290588.77936801215
231,9696,160893.64623538032
232,16786,119497.20563234006
233,16230,196512.86189400137
234,6552,187469.25582606683
235,923,210172.03488650772
236,9602,301332.68391061755
237,5857,267411.34258378745
238,8120,162461.45948644407
239,7134,188288.53757800444
240,11726,163346.6869659287
241,8069,117773.88213914137
242,12420,173724.36492071138
243,8604,200262.44864202433
244,4854,277286.86118124105
245,12212,198845.06837324047
246,12099,342829.9053423808
247,3882,381117.60473008145
248,6995,331675.1805605913
249,10172,228798.77963413988
250,11672,322369.08439105185
251,12897,291339.2211126001
252,16097,217322.58241192895
253,6779,249337.91697480428
254,11199,202091.71137455892
255,10816,191761.96108486925
256,143,384868.9334074711
257,5399,255979.16649095033
258,3286,155338.98384984853
259,13706,207841.19136055934
260,1935,390704.9172327641
261,16000,197901.02606979766
262,2860,203352.99980709015
263,11407,108127.66509270307
264,16378,266471.4580744873
265,12278,183539.11234650685
266,3842,189916.5138365293
267,2692,326186.827649084
268,7699,191071.83318717158
269,6825,282405.95206804504
270,7268,288396.7057801229
271,1477,388601.4371200362
272,9887,203820.2654493377
273,9436,189052.59623775052
274,3179,298612.8084975945
275,1350,461524.0597125742
276,10643,212620.36953010783
277,5793,117563.14923344714
278,11494,367084.47946362436
279,4206,187748.80578318576
280,12419,244766.83618840168
281,8530,226559.1416730685
282,5985,182803.13339161288
283,8908,209117.65732518592
284,256,123878.4622490327
285,7234,170134.6122658977
286,5648,218793.50807404006
287,3014,214443.82260170294
288,2184,188257.1362762702
289,9189,274210.3290786152
290,14884,186594.33213208604
291,10333,163757.40028033167
292,15896,133931.76328304684
293,13269,151457.56313613328
294,8603,227685.51559655188
295,15087,167630.3335539258
296,4344,188257.16849664436
297,7981,68157.42284129927
298,10908,246778.54036073654
299,6190,163771.73080817834
300,11742,218448.6908862589
301,9224,150307.83262214155
302,14667,226531.7696029492
303,458,177797.9008746875
304,2464,329819.4266716195
305,12320,248742.30577983923
306,278,195965.4723081678
307,2912,211538.22102926834
308,6698,216237.03021981695
309,4510,127324.63688003925
310,4183,198698.19129725208
311,5551,214154.0924733508
312,12187,175872.037475033
313,7948,224903.0848261974
314,10808,190332.14583426877
315,12432,189215.8310957579
316,5356,174199.2588774089
317,8984,547070.3278676359
318,9203,186124.20425417775
319,15412,88757.12797921363
320,12041,128546.82848533354
321,7644,257723.64952612272
322,7071,205612.8035902224
323,10685,179533.2288531646
324,6763,286494.90616492357
325,940,140303.05898314697
326,14959,189802.53834671312
327,1338,161001.9399500461
328,5351,143352.60953108262
329,6524,191365.694256048
330,12516,154097.5584064082
331,3288,286264.8891379195
332,3146,231112.23359045148
333,3954,182499.1421203606
334,11955,161227.31247986815
335,1211,201811.28817543137
336,15668,221141.3231679997
337,1320,87111.58987671032
338,9108,160483.36068213615
339,16482,361572.1926690605
340,5017,145379.40083857632
341,8290,219724.92385813597
342,4304,413434.19368195144
343,1930,208942.04807226334
344,12530,174200.82906860593
345,11295,300022.554248195
346,3002,150027.5129476752
347,15483,160719.77234693334
348,11525,204311.9141072286
349,13978,132921.87459125192
350,4885,154711.82807761588
351,8325,178938.1005970843
352,3630,130403.59510376428
353,9165,172893.923844889
354,13945,221480.20681460624
355,10663,192071.4350046238
356,14803,177433.83871069457
357,7621,163733.80244628192
358,8205,222946.15567512962
359,10387,197561.18263431417
360,5457,149549.99755657034
361,10234,324908.8802106822
362,6251,177163.1435444434
363,701,255318.51676993715
364,7930,176612.80576675094
365,15028,148894.41053997443
366,12172,70712.142930416
367,5805,182800.76124750817
368,7411,321763.28535726876
369,14806,172368.3410905773
370,7890,166679.44023706036
371,10440,149408.31354052282
372,14926,165035.0073382495
373,5381,152782.84232834037
374,3800,340160.58656026644
375,10511,224533.97582826862
376,9324,246709.31951384584
377,3313,224514.74006880698
378,7351,150215.28151035632
379,8459,182720.50295045084
380,9957,140068.24611070167
381,12024,144273.50580273848
382,4380,245136.3771723722
383,5042,118725.76929828817
384,13289,152091.2790873884
385,13407,383854.75088152447
386,13258,144093.29100089514
387,15993,293246.53622088087
388,12525,179835.81427575892
389,4062,216662.9276265236
390,12065,291454.6114493083
391,8227,166501.23824045973
392,11333,168577.64381761407
393,2867,137863.8972311881
394,3319,253877.98900521957
395,3523,296249.41089979047
396,7055,196754.0831236295
397,14930,172145.68866146854
398,3444,130537.56290095187
399,2940,321074.62670487695
400,6935,388925.63583018095
401,16116,429324.9079671031
402,13370,238926.36513415753
403,6103,238227.93122840067
404,7446,188407.62296708595
405,1859,174732.63658849642
406,4079,174742.03098786328
407,3228,185104.02312299234
408,9665,165594.6920658043
409,15957,379306.78946439666
410,11533,183770.77182804613
411,2314,119255.63073522526
412,4096,194282.4247086996
413,13437,170309.95374183072
414,5980,211894.80412857883
415,2008,188722.83816796716
416,6754,194546.7061035999
417,4129,162075.11700268675
418,14557,259643.97618767168
419,7096,340385.5702057745
420,14297,264310.76453223295
421,3967,251824.48098463955
422,16485,108310.8409524037
423,13075,290390.7672251621
424,14289,186818.79961398314
425,10988,167605.2711717588
426,3230,148640.625152798
427,13250,176589.14699585974
428,2559,160147.09602118246
429,7739,320334.66642172995
430,7213,158271.72294123564
431,6639,220953.63966756378
432,3164,323586.1190693242
433,15207,154602.8544245589
434,5113,185995.69858767051
435,3929,147954.94995351566
436,14493,251086.35981050367
437,11110,190554.0771110422
438,2033,209771.15970699125
439,16057,209868.19685087906
440,16709,223912.72996792526
441,14313,156166.66272936185
442,1028,311477.1718097604
443,7187,106441.80820744057
444,3738,339355.95933409454
445,9869,314473.4045938945
446,12644,199550.23250830552
447,3686,126044.08791352584
448,9196,260328.27023774871
449,12326,201511.41291518445
450,4936,202489.05976588413
451,13314,168537.01226136688
452,9857,306613.013089344
453,519,218490.58112689003
454,8410,173037.9126232008
455,1720,182885.79585587876
456,10341,240462.19582566313
457,14415,184217.0352691534
458,10613,321993.7826848989
459,8027,216215.99025639516
460,15539,272019.9620019096
461,7431,270933.4405134346
462,1370,136435.8456357814
463,12708,154837.0053427845
464,2250,217008.44842037285
465,14758,143985.75605284495
466,8525,330176.07857670146
467,1538,298765.8118584692
468,1142,147737.81968999596
469,1152,235981.79650624882
470,9802,190346.2552660103
471,3331,318562.92496087786
472,15203,191669.710381104
473,4247,182852.12607546683
474,1976,479962.37517317233
475,2346,181543.8843637864
476,10078,252653.194141342
477,1938,217916.682476748
478,7819,192231.66927952418
479,2168,242147.4216062979
480,15634,218268.71572173014
481,8465,224695.17383165943
482,9313,172515.07613494823
483,6539,135642.00812243673
484,6325,105144.64521802716
485,13442,262568.62504254596
486,9967,220361.3468693142
487,7893,260766.15030782582
488,2861,185743.89572715928
489,11031,338461.91887862526
490,15073,123669.90544598975
491,13837,166946.21170860392
492,2524,243760.1121953724
493,8617,214128.59161357503
494,13513,203476.01920756328
495,3081,240212.60922320464
496,10675,333995.01482937194
497,1907,78471.43817814997
498,4872,259459.765610044
499,16274,328792.4529123842
500,11837,242155.92104441687
501,16577,243201.6452030125
502,5231,310125.9610035831
503,11315,207933.776308522
504,273,215705.72959208942
505,8363,213201.50155828422
506,4255,220272.68835106518
507,16330,254332.7863211164
508,11528,175801.5484610878
509,14799,264284.77829544723
510,1611,298774.0256548333
511,9234,180821.54646051582
512,1633,115028.65892666279
513,6791,229583.15873585263
514,11567,393121.52718629764
515,3070,214640.31380989304
516,12094,222444.35038952087
517,14335,399171.3001456646
518,137,169716.63538735907
519,7182,159552.2106642032
520,11718,193637.8744402257
521,5194,97558.22661026692
522,97,359372.7822756531
523,5118,456102.8211903308
524,13920,319638.3715477869
525,9952,191253.75776241647
526,15337,207688.88825624678
527,10243,213822.82045098182
528,4048,384738.9774845392
529,171,128060.20492069497
530,11378,162000.36084733222
531,14190,171518.89936111151
532,15265,142560.23679671128
533,2740,133531.11314182307
534,5573,284984.87345779286
535,4481,216672.01292095365
536,2631,148195.87479603777
537,4984,256842.64319625884
538,16466,187200.56875637846
539,16716,126348.63938833734
540,15325,177964.0533662054
541,10115,177981.5595848855
542,117,281360.3085419203
543,5476,114058.60662557361
544,11757,174466.65791637142
545,12359,127172.12776526544
546,15546,188630.00808324295
547,8133,167326.9246854358
548,9018,191244.9784447494
549,2075,167138.454351382
550,11170,294249.2130678874
551,15733,213453.42199906215
552,9280,148562.119384453
553,10734,331881.5174882013
554,14071,162144.54140623787
555,7373,223617.6813773522
556,14736,171635.67917216127
557,3458,116997.51816317873
558,6183,163812.8366665333
559,7825,228754.67864796266
560,16775,175570.86829010674
561,5717,174113.71923034484
562,12397,148891.38440262136
563,8189,539769.3872464988
564,4423,220886.49702548288
565,3994,125175.39832327116
566,10342,180769.9867678751
567,10051,176297.78808523496
568,9453,145070.38175431782
569,12593,523742.70139319304
570,1274,86796.07752896367
571,6933,347567.21423075977
572,1761,149009.09646385862
573,7157,341676.8786292466
574,15169,153460.1420400527
575,6792,357578.7636320073
576,13830,171611.15741733584
577,7240,187586.2068512704
578,3051,272347.90123582486
579,6550,121355.09286934073
580,4603,197586.15495745928
581,5729,170502.64569877824
582,13473,308846.87507344404
583,15104,121527.64409382564
584,6599,407065.7190283503
585,2216,355952.48308851325
586,8721,283313.78997087094
587,3645,197182.03515702012
588,8664,212138.9136187894
589,11001,196084.9607683492
590,753,157298.95599803235
591,8129,228819.9294972445
592,15235,185428.60131092914
593,3359,202502.3221363114
594,10424,244695.22205146577
595,10226,231420.65961249024
596,9252,163648.45090148735
597,3008,245873.01883158626
598,5849,174084.4323673442
599,8494,196995.0240389928
600,6764,339367.4651670881
601,12445,315054.33805857116
602,11716,188059.97936750337
603,4508,121879.9318622047
604,5669,203814.1762858814
605,11427,129782.42628534161
606,11065,181809.17681847847
607,8910,219389.39289800002
608,16401,102562.61009098678
609,11913,151534.50698472842
610,6221,222132.27894294524
611,10839,185836.8267957168
612,2809,201451.589007944
613,13311,150442.99551484437
614,6866,192981.6843450465
615,6019,183566.82075751424
616,3024,171939.14715428813
617,1391,224113.3901864976
618,15904,200346.41856651238
619,15858,228956.6672972526
620,9911,125491.84575553253
621,16579,211303.9529449811
622,4394,265088.4425367616
623,1468,470390.3580693372
624,12965,147297.5331004313
625,2249,166904.8750622376
626,14384,160125.3664171998
627,13040,122451.15656761007
628,8872,143356.19370185968
629,12864,239703.31159893388
630,15712,171207.57447163493
631,14049,157607.76858197918
632,1840,111061.69996953507
633,12019,178877.85521978565
634,8948,174392.13416975088
635,15154,244945.68349647726
636,6943,149329.87107842328
637,12564,374805.29677111184
638,12766,165807.5583901756
639,7255,241660.3036556614
640,7962,153938.4477250015
641,709,143603.98434522425
642,4634,139769.32762357357
643,889,222706.3237576701
644,4774,132878.73003147152
645,13890,174890.39408999064
646,15431,138387.21432847696
647,8726,343251.88738736557
648,10373,139735.93255699167
649,6413,188200.3750435665
650,9761,134373.68241455068
651,15864,181762.4464106598
652,6147,138839.85712471546
653,3384,224181.10294787065
654,320,233922.61411630348
655,8006,191603.95398360395
656,14395,186994.5230500109
657,14976,109047.01184421538
658,12185,219356.06212939313
659,4779,134392.51185302137
660,8551,151720.9649906846
661,9025,341358.99757313513
662,10616,221512.08019092414
663,7475,108840.9416244675
664,6341,317690.38211867935
665,14163,146456.0811336561
666,2211,186105.69899638896
667,10532,285961.2780827451
668,14338,130414.70148510781
669,831,177833.1592892146
670,3382,164757.9299580093
671,9209,298260.8923836632
672,7188,232200.7782134647
673,7197,217317.8481284471
674,11270,160148.86844271186
675,15918,93639.74141970907
676,6937,533319.1464637474
677,6178,187164.7532888283
678,10668,130057.2066661407
679,1413,269748.0679670186
680,6884,321181.0397675469
681,8266,205864.6050742969
682,14019,183278.68699522645
683,16764,143695.14577739788
684,15306,174778.39356824345
685,3740,248347.99505614807
686,5298,194801.9414732623
687,8319,176623.203664173
688,4229,182719.9179721165
689,13429,197579.97424918105
690,1753,125814.90927444313
691,860,253243.7818680813
692,14219,146647.41990999668
693,12113,198701.74780598466
694,11309,138979.50899028403
695,9930,203002.4173285612
696,10570,208657.10209968447
697,2839,159824.39219426352
698,6699,126185.7938364804
699,16647,125617.20008410982
700,5325,253562.16163771992
701,13733,156930.55834460715
702,7818,302089.79423154384
703,12505,222094.10744189963
704,9489,193152.0857248118
705,10106,189881.68513796915
706,7864,196450.03400731753
707,5134,228662.93076912573
708,11859,149372.50836332273
709,7440,366969.91124530847
710,1525,300731.5379909797
711,7339,190201.3812510482
712,8,308395.1556745744
713,3248,113010.1712022049
714,8995,239724.53651538835
715,15178,76425.80808516653
716,8594,162158.07562039068
717,15770,240725.26214554778
718,15859,336512.4139865116
719,1735,319725.1549184204
720,11410,515675.4554493959
721,16397,159937.82112977683
722,3572,145849.16408503044
723,5501,109744.21027956091
724,969,180993.3011064241
725,6977,403557.083402445
726,1233,171367.9349028572
727,4258,149833.25778937328
728,90,151140.7504759081
729,16650,176250.05668768915
730,197,113178.50591547885
731,12514,265094.8908604446
732,4367,186320.7056917596
733,3199,172830.74516721736
734,5600,194639.61737014353
735,11641,163713.6697843964
736,14609,118304.799725139
737,12775,168447.22566460233
738,14240,174012.25340506845
739,7933,197852.1136439947
740,6945,366962.2486973491
741,14006,200018.45426431915
742,6320,276653.7141750805
743,12061,196844.73076080368
744,16369,216029.72443456927
745,16354,341713.97512125963
746,3970,355576.68029856123
747,1048,206813.84212127098
748,3639,210517.98213307658
749,14448,256505.59632160398
750,2812,336351.2131122899
751,3932,149624.05733754984
752,14875,264316.66892153834
753,8883,116663.64293317306
754,7622,285656.32573307975
755,7252,118217.5261186275
756,9751,181700.67885153627
757,2378,208570.73514499818
758,6816,263497.78298640804
759,15358,209280.31981511437
760,7843,160151.507873934
761,10448,400842.3968999357
762,7840,296399.42187250254
763,8880,245410.57599526193
764,12551,335476.4142984786
765,15470,215306.62007349377
766,16207,218420.1072033056
767,12123,122540.46831161235
768,15247,290376.5326119973
769,7481,193637.89595879032
770,16171,341231.7792839839
771,7461,310032.19227641134
772,902,242155.117570669
773,13094,162119.03542498755
774,11584,249967.53510894487
775,4462,206768.21369875746
776,15576,146352.66937177986
777,16606,241940.07675532854
778,5427,314555.7545888691
779,7725,163407.53421279186
780,5409,169991.11969475684
781,12579,129199.23877481945
782,12013,258010.93280508384
783,11321,217509.68465963905
784,9932,144853.0538370215
785,591,167586.7612624544
786,10357,207759.58420609927
787,3336,240492.4976999915
788,13,183029.62366161813
789,4809,226060.5514808139
790,7555,206372.59832398768
791,15172,394697.17368619546
792,6989,152180.80549432395
793,4707,179010.06496666418
794,2046,230512.20849867805
795,6495,118913.94260032801
796,3873,181364.78292334202
797,7061,189818.5234044963
798,12112,217331.6754643804
799,8917,363534.6247119046
800,7735,148183.27384974057
801,16442,210938.1748280259
802,4244,168859.6185035549
803,3747,314664.4636893488
804,11086,168789.58838104515
805,10080,209991.23496256463
806,15057,239134.91980330794
807,1331,185082.22440838596
808,8891,180764.43075998596
809,13411,221393.8662302893
810,16730,216964.39425223038
811,2267,208232.91367212668
812,3022,184406.72821666952
813,11190,215067.02092822717
814,11857,189381.25121659154
815,9318,187151.10418308398
816,16512,169828.33465108895
817,2053,228375.50614519647
818,13707,126278.39743451815
819,12143,151022.50260414815
820,14080,159426.29094115965
821,6130,176707.9055022657
822,7936,84470.40271141694
823,10101,185032.43926599238
824,5663,189322.30935963834
825,14811,128885.74349802587
826,1366,199348.0837619909
827,908,190323.28580657093
828,2953,126526.75126968302
829,14629,141039.15171176943
830,15096,425046.8400382643
831,2115,179577.0625726151
832,11770,167573.04512797535
833,12701,198581.12594624545
834,14584,135628.3746022272
835,1893,431078.2705333443
836,9501,509137.6633662148
837,2138,115503.38434554246
838,9346,208172.09091538453
839,15960,327956.20626205835
840,8230,157972.24628070905
841,13843,224015.36215429407
842,13810,224172.224991308
843,15650,181193.8231071162
844,9974,146886.65310544593
845,12200,200592.44966670973
846,538,204535.16582048446
847,5334,195066.61232646482
848,14823,118998.51841475787
849,4817,170765.08598439736
850,9041,201069.38674138192
851,4359,283405.57120200485
852,4852,313276.25770278095
853,10141,141471.3115144401
854,1503,196070.0535682481
855,16256,397057.9189672749
856,683,107924.38071785892
857,14382,195171.32865323045
858,7248,202373.09152795828
859,1200,169917.5756130492
860,3563,169872.93203210403
861,3681,401322.5841678485
862,3053,261925.12032522628
863,4099,212344.0238521979
864,807,103845.81940820346
865,4658,316380.19292079646
866,3535,179607.59562399634
867,12548,165890.20638913612
868,10488,202762.8457058401
869,5851,152595.4914597209
870,13736,233000.72245681094
871,875,166511.45344218894
872,14449,155136.21549605214
873,3958,335997.26405998645
874,10727,183650.8789457997
875,11296,135474.0203873621
876,13646,246085.7025956213
877,9599,233177.41157250697
878,7135,128385.6554769682
879,5943,319738.1874923657
880,2695,278867.0331163368
881,6766,227588.7368802639
882,5630,159662.97661515966
883,13586,213270.40280456748
884,3507,455492.3901225046
885,10014,140327.0037719486
886,459,261463.00982829448
887,3582,214134.25780063815
888,8560,292475.42623681534
889,3372,179933.19764736414
890,13109,259946.72176981685
891,8160,218443.6040285084
892,10706,200505.19051024906
893,9104,316267.12224352447
894,2870,194208.9200821437
895,13712,128119.62301496841
896,13924,130374.49778209576
897,798,278272.3445498002
898,9750,393944.54204467294
899,16248,337706.53657808714
900,3170,168374.12193123484
901,12700,221814.89757539151
902,10601,151639.48468048917
903,514,205288.2566792178
904,4010,295572.74260592955
905,8124,156154.16842026837
906,10800,183388.6391655118
907,13628,196922.30176575866
908,11637,143539.75577986272
909,781,169299.76849682286
910,16156,202878.3267314494
911,12618,263039.81498262275
912,9766,189218.72178661407
913,15987,245247.7786117389
914,11051,309080.6955908646
915,7673,216699.01664158082
916,1245,342964.9604958846
917,2443,162567.37846209042
918,7413,72890.36589970275
919,310,168659.69535286922
920,10921,232736.4401728399
921,8709,95220.41094239998
922,12404,325878.6957612034
923,14986,212155.3807190337
924,10714,336897.00164374313
925,14286,222172.5181105237
926,13828,336426.2333563741
927,8926,403129.3233001361
928,12233,176463.8362732011
929,3913,205667.74301675832
930,5221,215421.54834206417
931,14965,86621.29111251315
932,862,209163.3642211753
933,13907,146786.70375717588
934,5418,178877.0468198466
935,2045,191326.93090088345
936,13321,186155.9215677118
937,2762,311522.05232655676
938,13888,152962.27092837082
939,14962,160185.54641904257
940,13305,400736.5281603228
941,8487,230046.60877117276
942,7146,172934.48542229595
943,1134,187576.9321597048
944,15092,331690.66761861794
945,13760,231550.67853361843
946,11958,460605.2426108995
947,3177,174251.54109519042
948,11350,198270.9579243457
949,1524,119544.12365680098
950,5527,218606.4990593002
951,2872,192624.40278140293
952,8602,329906.65671293763
953,3067,340356.97130821215
954,10435,223085.12884190533
955,11222,211633.8173737798
956,8700,130038.13585815503
957,10961,237098.84547492486
958,14305,199863.13702581215
959,8362,282309.844805565
960,4979,160381.2624356202
961,7180,359360.8619932465
962,5763,116409.3950515328
963,2192,189306.37029143315
964,13581,190605.76452216203
965,10720,165509.50547284633
966,1358,234232.34846193242
967,13366,391847.29617785395
968,13539,367948.4004327097
969,12849,216917.80090927618
970,6794,183908.82838937457
971,525,505195.19212810975
972,12223,368501.81726130255
973,16271,149894.52863472182
974,5818,132110.14560115302
975,16588,281783.01189945394
976,8981,124608.611647882
977,16476,125095.73248838614
978,14663,172436.5334993425
979,3,144362.8380657448
980,6615,131036.15506698281
981,12215,276581.77948974475
982,304,267790.3319423801
983,13634,256385.05192630534
984,9208,199857.86509082635
985,2175,171720.51687711856
986,250,208666.22686256512
987,6045,194939.010833736
988,10516,170445.247527172
989,1852,485945.1015720101
990,1573,204742.3163466973
991,15079,163390.22008753504
992,5500,178791.00358630862
993,15775,155050.75705346305
994,3198,165864.02372258806
995,6718,197975.20169132797
996,4149,159432.3601456107
997,9627,262115.89925865261
998,7595,294802.28402790014
999,4538,192083.90545909703
1000,3555,210270.40534885775
1001,10483,337470.9976314602
1002,8834,174530.8944515405
1003,16412,183639.40071512837
1004,6449,158334.8691067601
1005,2767,188471.8151882095
1006,11498,175176.6901226792
1007,16472,150332.9906878018
1008,178,299514.4285073338
1009,10948,196816.58595136288
1010,13313,323342.07768422994
1011,8065,131514.38427997986
1012,102,141821.0935941333
1013,14428,160614.1838268248
1014,11973,134918.97031627275
1015,6663,176684.4752645925
1016,15989,126201.17864652704
1017,10955,502322.8026542792
1018,11772,152002.6146335603
1019,11364,241265.23560745546
1020,7082,171012.47395961717
1021,7749,352868.4639160807
1022,6428,127708.51016545773
1023,6869,107891.00927243214
1024,295,175041.58965781677
1025,12266,274670.7210137265
1026,11129,121345.39061264061
1027,826,305186.03501032613
1028,3262,238585.10063963736
1029,15641,315028.93859166186
1030,1662,457127.145863913
1031,10926,219980.8017336901
1032,10232,231122.6732515284
1033,6376,190226.86801788353
1034,7817,184482.01682337822
1035,354,212359.81427370117
1036,10076,192838.076203369
1037,11379,331595.16410658526
1038,10184,127195.11952791798
1039,4696,373282.5017903475
1040,13562,514356.0422570351
1041,5436,186752.62841778147
1042,13196,106978.95242188442
1043,14939,115298.57379336623
1044,14004,117617.01646934122
1045,5916,180681.65785838565
1046,7229,184306.55931901705
1047,9143,160668.58465635945
1048,3440,196060.6631764929
1049,319,177738.3718015739
1050,11683,228453.09336209114
1051,12647,250723.83958260017
1052,12788,148134.55508833646
1053,13662,241354.26088787714
1054,423,282823.98005585646
1055,5222,206952.25451165423
1056,9242,196856.20838879255
1057,2641,180928.19210804725
1058,4855,143724.75210004326
1059,5360,181484.21345402868
1060,9799,155674.83421184
1061,5526,251256.9361935966
1062,10309,165810.36952164833
1063,2144,130244.23060401283
1064,7191,194241.39752263672
1065,6732,162272.31470685845
1066,14789,154079.93276512538
1067,13525,159472.76283249492
1068,4066,392002.4744174767
1069,16422,200106.2856696278
